application_no,date_received,date_released,year,month,quarter,application_type,current_stage,assigned_staff,barangay,purpose,zone_classification,latitude,longitude,lot_area_sqm,floor_area_sqm,no_of_floors,total_fee_php,processing_days,is_compliant,monthly_rainfall_mm,inflation_rate_pct,working_days_month
ZA-2022-0636,2022-09-14,2022-10-05,2022,9,3,Locational Clearance,Released,"Garduque, H.",Kayumanggi,Subdivision Development,Residential Low Density (R-1),13.82624,121.17849,203,176.0,1,1138.17,15,1,141.3,5.79,21
ZA-2022-0637,2022-09-16,2022-10-28,2022,9,3,Development Permit,Released,"Garduque, H.",Lumbang,Resort/Tourism Facility,Residential Medium Density (R-2),13.841976,121.24102,158,108.0,1,1775.16,30,1,152.2,6.06,21
ZA-2022-0638,2022-09-19,2022-09-29,2022,9,3,Zoning Certificate,Released,"Bautista, R.",Tambo,Bank/Loan Requirement,Residential Low Density (R-1),13.825312,121.249148,500,,1,1157.77,8,1,161.6,5.7,21
ZA-2022-0639,2022-09-20,2022-10-06,2022,9,3,Locational Clearance,Released,"Cruz, M.",Tambo,School/Learning Center,Agricultural (A),13.876229,121.175441,7157,3203.0,1,24000.07,12,1,151.4,5.62,21
ZA-2022-0640,2022-09-20,2022-10-13,2022,9,3,Locational Clearance,Released,"Tipan, S.",Plaridel,Warehouse/Storage Facility,Commercial (C-1),13.895375,121.211479,333,214.0,1,1489.82,17,0,141.5,5.59,21
ZA-2022-0641,2022-09-23,2022-12-29,2022,9,3,Development Permit,Released,"Cruz, M.",Poblacion Barangay II,Eco-Tourism Site,Residential Medium Density (R-2),13.859146,121.211006,619,536.0,1,3395.48,69,0,155.1,5.29,21
ZA-2022-0642,2022-09-28,2022-10-05,2022,9,3,Zoning Certificate,Released,"Garduque, H.",Kayumanggi,Estate Settlement,Commercial (C-2),13.823376,121.209704,2299,,1,6771.79,5,1,141.2,5.85,21
ZA-2022-0643,2022-09-29,2022-11-29,2022,9,3,Development Permit,Released,"Cruz, M.",Munting Pulo,Mixed-Use Development,Residential Medium Density (R-2),13.858411,121.199857,596,341.0,1,3485.77,43,0,200.5,5.73,21
ZA-2022-0644,2022-09-29,2022-12-16,2022,9,3,Development Permit,Released,"Tipan, S.",Marawoy,Memorial Park Development,Residential Low Density (R-1),13.826296,121.212185,855,308.0,1,4158.7,56,1,183.4,5.29,21
ZA-2022-0645,2022-10-03,2022-10-13,2022,10,4,Locational Clearance,Released,"Bautista, R.",Santol,Apartment/Boarding House,Commercial (C-1),13.874995,121.196033,459,186.0,3,1691.39,8,1,121.0,5.3,23
ZA-2022-0646,2022-10-03,2022-10-19,2022,10,4,Locational Clearance,Released,"Garduque, H.",Poblacion Barangay I,School/Learning Center,Commercial (C-2),13.824929,121.183,1050,825.0,1,3385.75,12,1,134.7,6.0,23
ZA-2022-0647,2022-10-06,2022-11-15,2022,10,4,Locational Clearance,Released,"Garduque, H.",San Jose,Warehouse/Storage Facility,Residential Medium Density (R-2),13.873569,121.247653,690,374.0,1,2230.37,28,1,135.4,5.44,23
ZA-2022-0648,2022-10-07,2022-10-26,2022,10,4,Development Permit,Released,"Cruz, M.",Halang,Reclamation Project,Residential Medium Density (R-2),13.863472,121.194381,234,106.0,1,2075.81,13,1,116.6,5.99,23
ZA-2022-0649,2022-10-10,2022-12-29,2022,10,4,Development Permit,Released,"Tipan, S.",Parang,Memorial Park Development,Commercial (C-1),13.82805,121.194771,313,172.0,3,2296.73,58,1,148.7,6.17,23
ZA-2022-0650,2022-10-10,2022-10-14,2022,10,4,Locational Clearance,Released,"Garduque, H.",San Jose,Residential House Construction,Residential Low Density (R-1),13.89174,121.186857,417,174.0,1,1348.16,4,1,118.8,5.52,23
ZA-2022-0651,2022-10-11,2022-11-10,2022,10,4,Development Permit,Released,"Garduque, H.",San Jose,Memorial Park Development,Open Space (OS),13.847173,121.226636,583,201.0,3,3179.73,22,1,105.7,5.91,23
ZA-2022-0652,2022-10-12,2022-11-01,2022,10,4,Locational Clearance,Released,"Tipan, S.",Bulacnin,Food Establishment,Commercial (C-2),13.86832,121.239707,791,492.0,1,3059.73,14,1,109.1,5.66,23
ZA-2022-0653,2022-10-12,2022-11-03,2022,10,4,Development Permit,Released,"Garduque, H.",Santol,Mixed-Use Development,Agricultural (A),13.849876,121.200683,4511,2347.0,2,15455.53,16,1,136.8,6.1,23
ZA-2022-0654,2022-10-12,2022-12-20,2022,10,4,Development Permit,Released,"Tipan, S.",Bulacnin,Mixed-Use Development,Commercial (C-2),13.86102,121.20186,585,463.0,1,3299.59,49,0,161.4,5.79,23
ZA-2022-0655,2022-10-12,2022-11-16,2022,10,4,Development Permit,Released,"Bautista, R.",Bulacnin,New Residential Subdivision,Institutional (Inst),13.852292,121.224293,182,70.0,1,2089.26,25,1,137.6,5.77,23
ZA-2022-0656,2022-10-14,2022-10-25,2022,10,4,Zoning Certificate,Released,"Bautista, R.",Lodlod,Estate Settlement,Residential Medium Density (R-2),13.846948,121.215559,924,,1,3081.44,7,1,139.7,5.47,23
ZA-2022-0657,2022-10-18,2022-11-04,2022,10,4,Locational Clearance,Released,"Garduque, H.",Sico,Place of Worship,Commercial (C-1),13.89571,121.2032,922,346.0,1,2210.17,13,1,144.9,5.32,23
ZA-2022-0658,2022-10-20,2022-11-21,2022,10,4,Development Permit,Released,"Tipan, S.",Kayumanggi,Commercial Complex Development,Residential Low Density (R-1),13.882958,121.174511,559,443.0,1,2383.93,22,0,131.5,5.11,23
ZA-2022-0659,2022-10-20,2022-11-10,2022,10,4,Locational Clearance,Released,"Bautista, R.",Kayumanggi,Car Wash,Residential Low Density (R-1),13.863809,121.221239,1138,584.0,1,2219.85,15,1,124.8,5.74,23
ZA-2022-0660,2022-10-27,2022-11-10,2022,10,4,Locational Clearance,Released,"Bautista, R.",Bulacnin,Warehouse/Storage Facility,Institutional (Inst),13.883123,121.198078,426,256.0,2,1798.16,10,1,105.0,5.35,23
ZA-2022-0661,2022-10-27,2022-12-13,2022,10,4,Development Permit,Released,"Cruz, M.",Mabini,Eco-Tourism Site,Agricultural (A),13.840207,121.236372,5335,2135.0,2,10280.14,33,0,133.9,5.84,23
ZA-2022-0662,2022-10-31,2022-11-30,2022,10,4,Development Permit,Released,"Cruz, M.",Kayumanggi,Commercial Complex Development,Commercial (C-1),13.835091,121.210632,1173,679.0,1,4533.57,22,1,150.5,5.84,23
ZA-2022-0663,2022-10-31,2022-11-30,2022,10,4,Locational Clearance,Released,"Bautista, R.",Latag,School/Learning Center,Residential Medium Density (R-2),13.891528,121.24359,754,277.0,1,2130.25,22,1,128.4,5.69,23
ZA-2022-0664,2022-11-01,2022-11-18,2022,11,4,Locational Clearance,Released,"Tipan, S.",Poblacion Barangay III,Apartment/Boarding House,Institutional (Inst),13.866464,121.227151,275,206.0,5,1365.53,13,1,78.6,5.95,21
ZA-2022-0665,2022-11-02,2022-11-23,2022,11,4,Zoning Certificate,Released,"Tipan, S.",San Jose,Business Permit Application,Residential Low Density (R-1),13.862764,121.22401,299,,1,892.23,15,1,98.9,5.63,21
ZA-2022-0666,2022-11-04,2022-12-21,2022,11,4,Development Permit,Released,"Bautista, R.",Lodlod,New Residential Subdivision,Agricultural (A),13.891581,121.179405,3046,1265.0,1,10919.49,33,1,89.1,5.43,21
ZA-2022-0667,2022-11-07,2022-11-15,2022,11,4,Locational Clearance,Released,"Castillo, J.",Santol,Gasoline Station,Residential Low Density (R-1),13.835032,121.219984,574,484.0,1,2407.21,6,1,58.3,5.61,21
ZA-2022-0668,2022-11-07,2022-11-11,2022,11,4,Zoning Certificate,Released,"Tipan, S.",Talisay,Boundary Dispute Resolution,Residential Medium Density (R-2),13.839622,121.205873,308,,1,1061.87,4,1,92.1,5.55,21
ZA-2022-0669,2022-11-14,2022-12-05,2022,11,4,Locational Clearance,Released,"Castillo, J.",Marawoy,Apartment/Boarding House,Commercial (C-1),13.87525,121.211075,478,390.0,4,1377.03,15,1,86.9,5.89,21
ZA-2022-0670,2022-11-14,2022-11-21,2022,11,4,Zoning Certificate,Released,"Castillo, J.",Bolbok,Estate Settlement,Commercial (C-1),13.868258,121.196046,775,,1,2438.25,5,1,73.3,5.71,21
ZA-2022-0671,2022-11-15,2022-12-02,2022,11,4,Locational Clearance,Released,"Garduque, H.",Tambo,Commercial Building Construction,Commercial (C-2),13.855064,121.191015,879,276.0,2,3053.92,13,1,82.5,5.53,21
ZA-2022-0672,2022-11-17,2022-11-25,2022,11,4,Zoning Certificate,Released,"Garduque, H.",Sampaguita,Property Sale/Transfer,Industrial (I-1),13.825778,121.181796,1461,,1,4586.19,6,1,87.3,6.05,21
ZA-2022-0673,2022-11-18,2022-12-20,2022,11,4,Locational Clearance,Released,"Bautista, R.",Kayumanggi,Medical Clinic,Residential Low Density (R-1),13.869717,121.23223,794,465.0,1,2577.24,22,1,41.4,5.8,21
ZA-2022-0674,2022-11-21,2022-12-15,2022,11,4,Development Permit,Released,"Tipan, S.",Lumbang,Mixed-Use Development,Residential Low Density (R-1),13.881582,121.214908,758,542.0,1,3320.91,18,1,76.1,6.11,21
ZA-2022-0675,2022-11-29,2022-12-22,2022,11,4,Locational Clearance,Released,"Castillo, J.",Munting Pulo,School/Learning Center,Residential Medium Density (R-2),13.824275,121.245004,1846,1384.0,1,5243.61,17,1,109.8,5.98,21
ZA-2022-0676,2022-12-01,2023-01-16,2022,12,4,Development Permit,Released,"Castillo, J.",Sico,New Residential Subdivision,Commercial (C-1),13.844499,121.237027,313,238.0,1,2284.28,32,1,48.6,5.35,20
ZA-2022-0677,2022-12-02,2022-12-23,2022,12,4,Locational Clearance,Released,"Bautista, R.",Poblacion Barangay III,Commercial Building Construction,Commercial (C-2),13.842181,121.249735,1181,648.0,3,3305.29,15,1,51.1,6.18,20
ZA-2022-0678,2022-12-06,2022-12-21,2022,12,4,Locational Clearance,Released,"Cruz, M.",Pinagtongulan,Warehouse/Storage Facility,Commercial (C-1),13.86299,121.237263,395,126.0,1,1682.44,11,0,38.6,5.7,20
ZA-2022-0679,2022-12-07,2022-12-30,2022,12,4,Development Permit,Released,"Bautista, R.",Mabini,Industrial Plant Expansion,Agricultural (A),13.893785,121.204071,4080,1401.0,2,15079.62,17,1,40.5,5.89,20
ZA-2022-0680,2022-12-14,2023-02-02,2022,12,4,Development Permit,Released,"Cruz, M.",Mataas na Lupa,New Residential Subdivision,Commercial (C-2),13.894694,121.213391,1286,494.0,4,3792.61,36,1,22.8,5.83,20
ZA-2022-0681,2022-12-16,2022-12-28,2022,12,4,Locational Clearance,Released,"Cruz, M.",Munting Pulo,Apartment/Boarding House,Commercial (C-1),13.826296,121.2183,554,470.0,4,1668.6,8,1,47.6,5.58,20
ZA-2022-0682,2022-12-16,2023-01-06,2022,12,4,Development Permit,Released,"Tipan, S.",Mataas na Lupa,Resort/Tourism Facility,Agricultural (A),13.844211,121.22299,3996,2636.0,4,14298.86,15,1,47.2,5.54,20
ZA-2022-0683,2022-12-19,2022-12-28,2022,12,4,Locational Clearance,Released,"Garduque, H.",Poblacion Barangay III,Gasoline Station,Residential Low Density (R-1),13.890537,121.241346,444,199.0,1,1267.78,7,1,46.9,5.43,20
ZA-2022-0684,2022-12-22,2023-01-25,2022,12,4,Development Permit,Released,"Cruz, M.",Bulacnin,Eco-Tourism Site,Commercial (C-1),13.842603,121.200242,445,324.0,1,2765.3,24,1,44.5,5.64,20
ZA-2022-0685,2022-12-22,2023-01-09,2022,12,4,Locational Clearance,Released,"Bautista, R.",Poblacion Barangay II,Subdivision Development,Residential Low Density (R-1),13.822059,121.197284,1254,564.0,1,3276.7,12,1,40.4,5.81,20
ZA-2022-0686,2022-12-29,2023-03-09,2022,12,4,Development Permit,Released,"Garduque, H.",Mabini,Commercial Complex Development,Residential Low Density (R-1),13.89558,121.209137,120,38.0,1,1756.27,50,0,48.9,5.73,20
ZA-2023-0687,2023-01-02,2023-01-16,2023,1,1,Locational Clearance,Released,"Cruz, M.",Mabini,Place of Worship,Commercial (C-1),13.872181,121.22817,509,320.0,1,1840.57,10,1,10.7,5.82,22
ZA-2023-0688,2023-01-02,2023-02-09,2023,1,1,Development Permit,Released,"Bautista, R.",Kayumanggi,New Residential Subdivision,Institutional (Inst),13.840556,121.171673,344,125.0,1,2168.41,28,0,15.6,5.72,22
ZA-2023-0689,2023-01-06,2023-01-31,2023,1,1,Development Permit,Released,"Garduque, H.",Tambo,Reclamation Project,Residential Medium Density (R-2),13.865344,121.198354,516,233.0,1,2975.33,17,0,0.0,5.47,22
ZA-2023-0690,2023-01-06,2023-02-15,2023,1,1,Locational Clearance,Released,"Bautista, R.",Pinagkawitan,Food Establishment,Residential Medium Density (R-2),13.864856,121.177605,411,335.0,1,1516.79,28,1,12.3,5.6,22
ZA-2023-0691,2023-01-06,2023-01-23,2023,1,1,Locational Clearance,Released,"Garduque, H.",Calumpang,Gasoline Station,Commercial (C-1),13.875349,121.200646,583,230.0,4,1603.54,11,1,20.9,6.32,22
ZA-2023-0692,2023-01-09,2023-02-21,2023,1,1,Development Permit,Released,"Castillo, J.",Santol,Commercial Complex Development,Commercial (C-1),13.886573,121.209521,343,199.0,3,2447.8,31,1,34.2,5.68,22
ZA-2023-0693,2023-01-09,2023-03-15,2023,1,1,Development Permit,Released,"Castillo, J.",Sico,Resort/Tourism Facility,Commercial (C-1),13.838508,121.18091,352,210.0,2,2410.6,47,1,0.0,6.31,22
ZA-2023-0694,2023-01-17,2023-01-19,2023,1,1,Zoning Certificate,Released,"Bautista, R.",Sico,Bank/Loan Requirement,Residential Medium Density (R-2),13.82256,121.245214,262,,1,898.67,2,0,19.3,6.29,22
ZA-2023-0695,2023-01-19,2023-01-31,2023,1,1,Zoning Certificate,Released,"Garduque, H.",Tulo,Business Permit Application,Commercial (C-1),13.823581,121.174324,1377,,1,3771.17,8,1,50.4,5.44,22
ZA-2023-0696,2023-01-24,2023-02-15,2023,1,1,Locational Clearance,Released,"Cruz, M.",San Jose,Poultry/Livestock Farm,Commercial (C-1),13.83204,121.210286,383,205.0,2,1654.52,16,1,14.0,6.41,22
ZA-2023-0697,2023-01-26,2023-02-13,2023,1,1,Locational Clearance,Released,"Garduque, H.",Poblacion Barangay II,Car Wash,Residential Low Density (R-1),13.890794,121.216162,898,650.0,1,3168.71,12,1,7.1,5.74,22
ZA-2023-0698,2023-01-27,2023-03-01,2023,1,1,Locational Clearance,Released,"Tipan, S.",Lodlod,Medical Clinic,Residential Medium Density (R-2),13.863,121.173944,392,233.0,1,1269.69,23,1,6.7,6.11,22
ZA-2023-0699,2023-01-30,2023-02-08,2023,1,1,Locational Clearance,Released,"Cruz, M.",San Jose,Poultry/Livestock Farm,Residential Low Density (R-1),13.826367,121.245232,442,304.0,1,1965.43,7,1,27.9,5.87,22
ZA-2023-0700,2023-02-07,2023-03-01,2023,2,1,Locational Clearance,Released,"Castillo, J.",Pinagkawitan,Residential House Construction,Residential Medium Density (R-2),13.867738,121.196976,593,238.0,1,2552.48,16,1,13.5,5.89,20
ZA-2023-0701,2023-02-10,2023-03-02,2023,2,1,Locational Clearance,Released,"Bautista, R.",Plaridel,School/Learning Center,Commercial (C-2),13.87128,121.242101,3150,1624.0,3,6883.89,14,1,16.2,5.67,20
ZA-2023-0702,2023-02-13,2023-02-22,2023,2,1,Locational Clearance,Released,"Bautista, R.",Sampaguita,Mini-Grocery/Sari-Sari Store,Residential Low Density (R-1),13.896017,121.175061,585,431.0,1,2065.08,7,1,13.0,6.04,20
ZA-2023-0703,2023-02-15,2023-03-01,2023,2,1,Zoning Certificate,Released,"Garduque, H.",Lumbang,Building Permit Requirement,Residential Low Density (R-1),13.832025,121.173087,511,,1,1594.23,10,0,16.6,6.22,20
ZA-2023-0704,2023-02-20,2023-03-01,2023,2,1,Locational Clearance,Released,"Tipan, S.",Pinagtongulan,Medical Clinic,Agricultural (A),13.822624,121.203627,4651,3065.0,4,7537.87,7,1,6.4,6.13,20
ZA-2023-0705,2023-02-21,2023-03-07,2023,2,1,Zoning Certificate,Released,"Cruz, M.",Lodlod,Property Sale/Transfer,Residential Medium Density (R-2),13.880598,121.228536,502,,1,1699.05,10,0,8.2,6.19,20
ZA-2023-0706,2023-02-23,2023-03-06,2023,2,1,Locational Clearance,Released,"Castillo, J.",Mataas na Lupa,Car Wash,Residential Low Density (R-1),13.882716,121.206261,687,297.0,1,2438.86,7,0,29.6,6.13,20
ZA-2023-0707,2023-02-24,2023-03-21,2023,2,1,Locational Clearance,Released,"Tipan, S.",Halang,Subdivision Development,Residential Medium Density (R-2),13.841853,121.186762,272,126.0,1,1168.59,17,1,35.2,5.97,20
ZA-2023-0708,2023-02-24,2023-04-03,2023,2,1,Development Permit,Released,"Garduque, H.",Parang,New Residential Subdivision,Commercial (C-1),13.865478,121.199098,574,409.0,1,3019.36,26,0,9.8,6.26,20
ZA-2023-0709,2023-02-27,2023-03-15,2023,2,1,Locational Clearance,Released,"Garduque, H.",Bulacnin,Car Wash,Commercial (C-1),13.837699,121.224166,476,383.0,1,1459.86,12,1,19.7,6.46,20
ZA-2023-0710,2023-02-27,2023-04-14,2023,2,1,Locational Clearance,Released,"Castillo, J.",Poblacion Barangay III,Car Wash,Institutional (Inst),13.884108,121.20284,327,274.0,4,1466.6,34,0,14.6,5.58,20
ZA-2023-0711,2023-02-27,2023-03-09,2023,2,1,Zoning Certificate,Released,"Cruz, M.",Latag,Building Permit Requirement,Institutional (Inst),13.848278,121.221377,381,,5,1532.38,8,0,15.4,5.91,20
ZA-2023-0712,2023-03-01,2023-03-20,2023,3,1,Locational Clearance,Released,"Cruz, M.",Poblacion Barangay III,Warehouse/Storage Facility,Agricultural (A),13.897844,121.248379,4588,2123.0,3,9050.97,13,1,21.5,6.54,22
ZA-2023-0713,2023-03-07,2023-04-12,2023,3,1,Development Permit,Released,"Tipan, S.",Santol,Reclamation Project,Residential Low Density (R-1),13.830185,121.184054,572,182.0,1,3040.43,26,1,28.5,6.02,22
ZA-2023-0714,2023-03-08,2023-04-10,2023,3,1,Locational Clearance,Released,"Castillo, J.",Iligan,Commercial Building Construction,Residential Medium Density (R-2),13.864146,121.220542,397,199.0,1,1256.16,23,0,27.8,5.9,22
ZA-2023-0715,2023-03-09,2023-03-10,2023,3,1,Zoning Certificate,Released,"Cruz, M.",Parang,Bank/Loan Requirement,Commercial (C-1),13.853188,121.228618,365,,1,1194.88,1,1,41.6,6.15,22
ZA-2023-0716,2023-03-10,2023-04-05,2023,3,1,Development Permit,Released,"Castillo, J.",Talisay,Commercial Complex Development,Residential Low Density (R-1),13.845103,121.181348,673,438.0,1,3158.6,18,0,24.1,5.94,22
ZA-2023-0717,2023-03-10,2023-04-12,2023,3,1,Locational Clearance,Released,"Tipan, S.",Tambo,Residential House Construction,Commercial (C-1),13.89074,121.239014,862,750.0,2,2431.53,23,1,59.5,5.58,22
ZA-2023-0718,2023-03-13,2023-04-03,2023,3,1,Locational Clearance,Released,"Tipan, S.",Lodlod,Medical Clinic,Commercial (C-1),13.85526,121.216781,500,422.0,3,1631.24,15,1,20.3,5.96,22
ZA-2023-0719,2023-03-16,2023-05-29,2023,3,1,Development Permit,Released,"Tipan, S.",Sico,Commercial Complex Development,Commercial (C-2),13.881633,121.209969,1307,548.0,1,4707.75,52,1,13.4,6.52,22
ZA-2023-0720,2023-03-17,2023-03-28,2023,3,1,Locational Clearance,Released,"Cruz, M.",Mabini,Car Wash,Agricultural (A),13.843199,121.220312,8811,3924.0,1,17047.43,7,1,33.0,5.76,22
ZA-2023-0721,2023-03-17,2023-05-12,2023,3,1,Development Permit,Released,"Cruz, M.",Poblacion Barangay II,Commercial Complex Development,Industrial (I-1),13.849888,121.224517,2483,1905.0,1,8474.98,40,0,25.7,5.81,22
ZA-2023-0722,2023-03-20,2023-05-15,2023,3,1,Development Permit,Released,"Garduque, H.",Mataas na Lupa,Commercial Complex Development,Residential Medium Density (R-2),13.871588,121.199915,504,238.0,1,2685.48,40,1,35.4,5.93,22
ZA-2023-0723,2023-03-28,2023-04-28,2023,3,1,Development Permit,Released,"Cruz, M.",Poblacion Barangay I,Mixed-Use Development,Residential Low Density (R-1),13.895442,121.233606,279,173.0,1,2122.53,23,1,36.6,5.74,22
ZA-2023-0724,2023-03-29,2023-04-05,2023,3,1,Locational Clearance,Released,"Tipan, S.",Sico,Poultry/Livestock Farm,Commercial (C-2),13.85365,121.208475,622,479.0,2,2126.61,5,1,5.8,5.6,22
ZA-2023-0725,2023-03-29,2023-04-12,2023,3,1,Locational Clearance,Released,"Bautista, R.",Pinagtongulan,Gasoline Station,Commercial (C-1),13.884205,121.208911,527,296.0,2,2106.5,10,0,42.3,5.58,22
ZA-2023-0726,2023-03-31,2023-04-12,2023,3,1,Locational Clearance,Released,"Castillo, J.",Tulo,School/Learning Center,Residential Low Density (R-1),13.820543,121.182235,303,224.0,1,1407.68,8,1,16.5,5.86,22
ZA-2023-0727,2023-04-04,2023-04-25,2023,4,2,Locational Clearance,Released,"Garduque, H.",Kayumanggi,Commercial Building Construction,Commercial (C-2),13.836583,121.200224,445,367.0,2,1867.11,15,1,52.1,5.65,21
ZA-2023-0728,2023-04-10,2023-05-02,2023,4,2,Development Permit,Released,"Garduque, H.",San Jose,New Residential Subdivision,Commercial (C-1),13.894956,121.20018,671,228.0,1,3359.85,16,1,16.9,6.24,21
ZA-2023-0729,2023-04-12,2023-05-19,2023,4,2,Development Permit,Released,"Castillo, J.",Pinagtongulan,Mixed-Use Development,Industrial (I-1),13.864625,121.200357,1949,788.0,1,5287.96,27,1,77.9,6.09,21
ZA-2023-0730,2023-04-17,2023-04-26,2023,4,2,Locational Clearance,Released,"Cruz, M.",Munting Pulo,Mini-Grocery/Sari-Sari Store,Residential Low Density (R-1),13.82781,121.241824,279,206.0,1,1284.65,7,1,45.4,5.39,21
ZA-2023-0731,2023-04-17,2023-05-01,2023,4,2,Locational Clearance,Released,"Garduque, H.",Bulacnin,Medical Clinic,Institutional (Inst),13.85615,121.233756,316,207.0,2,1251.43,10,1,22.2,6.06,21
ZA-2023-0732,2023-04-17,2023-05-08,2023,4,2,Locational Clearance,Released,"Bautista, R.",Talisay,Apartment/Boarding House,Commercial (C-1),13.876814,121.224187,1225,950.0,1,4258.2,15,1,34.0,5.89,21
ZA-2023-0733,2023-04-24,2023-05-02,2023,4,2,Locational Clearance,Released,"Castillo, J.",Poblacion Barangay III,Warehouse/Storage Facility,Commercial (C-2),13.883824,121.243717,1792,770.0,1,5535.59,6,0,16.0,6.54,21
ZA-2023-0734,2023-04-24,2023-05-04,2023,4,2,Zoning Certificate,Released,"Bautista, R.",Lumbang,Building Permit Requirement,Residential Low Density (R-1),13.883483,121.176848,400,,1,1435.73,8,1,43.5,5.79,21
ZA-2023-0735,2023-04-24,2023-05-01,2023,4,2,Locational Clearance,Released,"Castillo, J.",Bolbok,Place of Worship,Residential Low Density (R-1),13.825572,121.217115,946,679.0,1,3658.08,5,1,60.4,6.04,21
ZA-2023-0736,2023-04-27,2023-05-18,2023,4,2,Locational Clearance,Released,"Bautista, R.",Poblacion Barangay I,Car Wash,Commercial (C-2),13.898082,121.239884,372,200.0,1,1664.74,15,1,48.4,5.48,21
ZA-2023-0737,2023-04-27,2023-05-29,2023,4,2,Locational Clearance,Released,"Cruz, M.",Pinagkawitan,Mini-Grocery/Sari-Sari Store,Institutional (Inst),13.897555,121.225457,446,139.0,1,1325.13,22,1,43.7,6.14,21
